ID,Policy Start Date,Policy End Date,Gender,Age,First Transaction Date,No_Pol,Car_Category,Subject_Car_Colour,Subject_Car_Make,LGA_Name,State,ProductName,target,
ID_H7IBT13,12/23/2010,4/10/2011,Male,32,12/23/2010,2,Saloon,Gold,TOYOTA,Abuja,Abuja,Car Classic,1,
ID_H7LEF3E,8/8/2010,4/29/2011,Entity,20,8/8/2010,2,Saloon,White,DAF,Lagos,Lagos,CVTP,1,
ID_H9JOUAC,9/12/2010,9/11/2011,Male,41,9/12/2010,1,Saloon,Blue,TOYOTA,Ikeja,Lagos,Car Classic,0,
ID_H9T2FF3,7/1/2010,4/9/2011,Male,85,7/1/2010,1,Saloon,As Attached,TOYOTA,Lagos Mainland,Lagos,Car Classic,0,
ID_HAJTTVR,7/14/2010,7/13/2011,Male,46,7/14/2010,2,Bus,Wine,Hyundai,Warri,Delta,Car Classic,0,
ID_HBDTUJC,12/12/2010,12/11/2011,Male,65,12/12/2010,2,Saloon,Black,Honda,Oshodi-Isolo,Oshodi-Isolo,Car Classic,0,
ID_HBMS5R3,8/23/2010,8/22/2011,Female,36,8/23/2010,2,Saloon,Black,Kia,Lagos Island,Lagos,Car Plus,0,
ID_HBUQ4DH,3/24/2010,3/22/2011,Male,61,3/24/2010,4,Mini Van,Green,TOYOTA,Eti-Osa,Eti-Osa,Car Classic,0,
ID_HCHWK0P,1/28/2010,1/27/2011,Female,33,1/28/2010,1,Saloon,Ash,TOYOTA,Lagos Mainland,Lagos,Car Classic,1,
ID_HEKDXL0,3/29/2010,3/28/2011,Male,40,3/29/2010,1,Saloon,Black,TOYOTA,Festac,Benue,Car Classic,1,
ID_HER91KK,1/1/2010,12/31/2010,Female,47,1/1/2010,1,JEEP,Black,Mercedes,Eti-Osa,Eti-Osa,Car Plus,0,
ID_HG5I5HG,7/29/2010,7/28/2011,Male,59,7/29/2010,1,Saloon,Silver,TOYOTA,Ikeja,Lagos,Car Classic,0,
ID_HH2F1L4,3/1/2010,2/28/2011,Female,40,3/1/2010,1,JEEP,Black,TOYOTA,Amuwo-Odofin,Amuwo-Odofin,Car Classic,0,
ID_HH3XG1C,2/22/2010,2/21/2011,Male,54,2/22/2010,3,Saloon,Green,Hyundai,Lagos Island,Lagos,Car Plus,0,
ID_HHCWLFQ,1/23/2010,1/22/2011,Male,53,1/23/2010,1,JEEP,Wine,TOYOTA,Victoria Island,Lagos,Customized Motor,0,
ID_HIGTYSK,2/5/2010,2/4/2011,Female,69,2/5/2010,1,Saloon,Black,TOYOTA,Ikenne,Benue,Car Classic,0,
ID_HIKL2YL,10/12/2010,10/11/2011,Female,39,10/12/2010,1,JEEP,Green,TOYOTA,Ikeja,Lagos,Car Classic,0,
ID_HITX3FA,8/30/2010,8/29/2011,Female,29,8/30/2010,2,Saloon,Black,TOYOTA,Lagos Island,Lagos,Car Classic,0,
ID_HJ6N3YF,5/3/2010,5/2/2011,Male,43,5/3/2010,1,Saloon,Silver,TOYOTA,Kano,Kano,Car Classic,0,
ID_HJNTUAS,1/24/2010,1/23/2011,Male,40,1/24/2010,1,Saloon,Blue,TOYOTA,Ojodu,Lagos,Car Classic,1,
ID_HJQ5DSH,7/13/2010,7/12/2011,Male,51,7/13/2010,1,Saloon,Black,TOYOTA,Ikeja,Lagos,Car Classic,0,
ID_HK49WYK,4/29/2010,4/28/2011,Male,43,4/29/2010,2,Saloon,Silver,TOYOTA,Awka South,Awka-South,Car Classic,1,
ID_HLRI7WH,3/22/2010,3/21/2011,Male,42,3/22/2010,1,JEEP,Grey,Land Rover,Ilasamaja,Lagos,Car Classic,0,
ID_HNBKN45,11/13/2010,11/12/2011,Male,53,11/13/2010,2,Saloon,Black,Suzuki,Ikorodu,Lagos,Car Classic,0,
ID_HND6P6H,8/2/2010,8/1/2011,Male,56,8/2/2010,1,Saloon,Black,Honda,Port Harcourt,Rivers,Car Classic,0,
ID_HOAV4RH,10/11/2010,2/3/2011,Male,40,10/11/2010,1,Saloon,Black,TOYOTA,Ikeja,Lagos,Car Classic,0,
ID_HOCAJNO,7/19/2010,7/18/2011,Male,76,7/19/2010,1,Saloon,White,Nissan,Apapa,Lagos,Car Classic,0,
ID_HOU82ZT,4/1/2010,3/31/2011,Male,45,4/1/2010,1,Saloon,Blue,TOYOTA,Isolo,Benue,Car Classic,0,
ID_HOVIGRF,7/24/2010,7/23/2011,Male,43,7/24/2010,1,Saloon,Grey,TOYOTA,Victoria Island,Lagos,Car Classic,1,
ID_HQCVQ7Q,1/23/2010,1/22/2011,Male,41,1/23/2010,1,JEEP,Black,Mercedes,Eti-Osa,Eti-Osa,Car Classic,1,
ID_HQVKP5F,4/12/2010,4/11/2011,Female,60,4/12/2010,2,Saloon,Blue,Audi,Biase,Benue,Car Classic,0,
ID_HRHQMHU,5/8/2010,4/11/2011,Male,44,5/8/2010,1,Truck,White & Blue,Iveco,Victoria Island,Lagos,CVTP,0,
ID_HRKBJT7,4/2/2010,4/1/2011,Male,67,4/2/2010,2,JEEP,Black,Mercedes,Zaria ,Kaduna,Car Classic,0,
ID_HRQRWY0,6/10/2010,5/6/2011,Male,42,6/10/2010,1,Truck,Red,Scania,Victoria Island,Lagos,CVTP,0,
ID_HRUA198,8/7/2010,7/17/2011,Male,42,8/7/2010,1,Bus,Black,TOYOTA,Ikeja,Lagos,Car Classic,0,
ID_HRUGHHW,3/8/2010,3/6/2011,Female,63,3/8/2010,2,JEEP,Black,TOYOTA,Eti-Osa,Eti-Osa,Car Classic,0,
ID_HS08AIK,10/31/2010,10/30/2011,Female,36,10/31/2010,1,Saloon,Black,MINI COOPER,Kaduna North,Kaduna-North,Car Classic,0,
ID_HSLXWDM,2/8/2010,2/7/2011,Female,39,2/8/2010,2,JEEP,Wine,Hyundai,Victoria Island,Lagos,Car Classic,0,
ID_HSY5K3M,4/30/2010,4/29/2011,Male,46,4/30/2010,3,JEEP,Grey,Lexus,Lagos Island,Lagos,Car Classic,0,
ID_HTTRYYB,5/15/2010,5/14/2011,Male,42,5/15/2010,2,JEEP,As Attached,TOYOTA,Minna,Niger-State,Car Classic,0,
ID_HUMDA67,4/18/2010,4/17/2011,Female,41,4/18/2010,1,JEEP,Grey,Lexus,Ikeja,Lagos,Car Classic,0,
ID_HVP879A,11/5/2010,11/4/2011,Male,44,11/5/2010,1,Saloon,Black,Honda,Kosofe,Benue,Car Classic,0,
ID_HW36M42,1/18/2010,1/17/2011,Male,43,1/18/2010,2,Saloon,Blue,TOYOTA,Ibadan South West,Ibadan-West,Car Classic,0,
ID_HX58OPN,3/15/2010,3/14/2011,Male,53,3/15/2010,1,Saloon,Blue,TOYOTA,Ife Central,Ife-Central,Car Classic,0,
ID_HXFNXQR,8/31/2010,8/30/2011,Male,42,8/31/2010,2,JEEP,Black,Lexus,OGUDU,Benue,Car Plus,0,
ID_HXW9QCG,9/12/2010,9/11/2011,Male,61,9/12/2010,1,JEEP,Silver,TOYOTA,Surulere,Lagos,Car Classic,0,
ID_HYR8AQ0,11/13/2010,11/12/2011,Male,44,11/13/2010,2,Saloon,Black,TOYOTA,Abuja Municipal,Abuja-Municipal,Car Classic,0,
ID_I06XT4Z,5/19/2010,5/18/2011,Male,45,5/19/2010,1,Saloon,Grey,Hyundai,Ibeju/Lekki,Ibeju-Lekki,Car Classic,0,
ID_I153Z46,3/12/2010,3/11/2011,Male,12,3/12/2010,4,Truck,White,Mitsubishi,Surulere,Lagos,CVTP,1,
ID_I15WLLV,2/6/2010,2/5/2011,NO GENDER,3,2/6/2010,2,Wagon,White,Volkswagen,Kaduna,Kaduna,Car Classic,0,
ID_I1MA7ZS,1/31/2010,1/30/2011,Female,38,1/31/2010,1,JEEP,Red,Honda,Ekeremor,Benue,Car Classic,0,
ID_I1RDLYE,11/21/2010,3/7/2011,Male,43,11/21/2010,2,Saloon,Grey,TOYOTA,Victoria Island,Lagos,Car Classic,1,
ID_I2O1VP5,1/8/2010,1/7/2011,Male,45,1/8/2010,1,Saloon,Red,Honda,Lagos Mainland,Lagos,Car Classic,0,
ID_I2TV8DP,4/16/2010,1/31/2011,Female,36,4/16/2010,1,Saloon,Blue,Honda,Lagos Mainland,Lagos,Car Classic,0,
ID_I3TAEIP,11/18/2010,11/17/2011,Male,46,11/18/2010,1,Saloon,Blue,Honda,Ifako-Ijaye ,Ifako-Ijaye,CarFlex,1,
ID_I3VCMVK,2/7/2010,2/6/2011,Male,57,2/7/2010,1,Saloon,Cream,TOYOTA,Surulere,Lagos,Car Classic,0,
ID_I419LGP,9/3/2010,9/2/2011,Male,45,9/3/2010,2,JEEP,Grey,Honda,Eti-Osa,Eti-Osa,Customized Motor,0,
ID_I4CNFRE,1/8/2010,1/7/2011,Female,36,1/8/2010,1,Saloon,Grey,TOYOTA,Ikorodu,Lagos,Car Classic,0,
ID_I4FO9B3,10/30/2010,10/29/2011,Male,47,10/30/2010,2,Saloon,Black,Lexus,Ibeju/Lekki,Ibeju-Lekki,Car Classic,1,
ID_I5006E2,8/20/2010,8/19/2011,Entity,10,8/20/2010,3,JEEP,Black,Honda,Abuja Municipal,Abuja-Municipal,Car Plus,0,
ID_I5DND3X,3/29/2010,3/28/2011,Joint Gender,45,3/29/2010,1,JEEP,Black,Honda,Ibeju/Lekki,Ibeju-Lekki,Car Classic,1,
ID_I6GPHTI,3/7/2010,3/6/2011,Male,44,3/7/2010,1,Saloon,Wine,TOYOTA,Ikeja,Lagos,Car Classic,0,
ID_I6U7P1H,2/5/2010,2/4/2011,Male,30,2/5/2010,1,Saloon,White,TOYOTA,Lekki,Lagos,Car Classic,0,
ID_I6V6LW3,12/12/2010,12/11/2011,Male,53,12/12/2010,2,JEEP,Green,Mercedes,Eti-Osa,Eti-Osa,Customized Motor,0,
ID_I6VBQGE,1/3/2010,1/2/2011,Male,38,1/3/2010,2,Saloon,Silver,Nissan,OJOTA,Benue,Car Classic,1,
ID_I7M2H6H,10/31/2010,10/30/2011,Entity,20,10/31/2010,3,Saloon,Black,Kia,Port-Harcourt,Port-Harcourt,Car Classic,0,
ID_I8CZY31,3/9/2010,3/7/2011,Male,5,3/9/2010,1,JEEP,Green,Mazda,Surulere,Lagos,Car Classic,0,
ID_I90IU9O,8/7/2010,8/6/2011,Male,46,8/7/2010,1,JEEP,Black,TOYOTA,Lagos Island,Lagos,Car Classic,1,
ID_IAPDHVP,4/17/2010,4/16/2011,Male,7,4/17/2010,1,Saloon,Black,TOYOTA,Eti-Osa,Eti-Osa,Car Classic,0,
ID_IARK4WM,3/21/2010,3/20/2011,Female,34,3/21/2010,1,Saloon,Silver,Kia,Lekki,Lagos,Car Classic,1,
ID_IATTE6W,12/10/2010,12/9/2011,Male,75,12/10/2010,2,JEEP,White,TOYOTA,Eti-Osa,Eti-Osa,Car Classic,0,
ID_IB6QH8O,8/20/2010,8/19/2011,Entity,10,8/20/2010,3,JEEP,Black,Honda,Abuja Municipal,Abuja-Municipal,Car Plus,1,
ID_IB9AYE2,7/13/2010,1/12/2011,Joint Gender,45,7/13/2010,1,JEEP,Black,TOYOTA,Kosofe,Benue,Car Classic,0,
ID_ICA4ZQL,2/8/2010,2/7/2011,Male,42,2/8/2010,1,JEEP,Grey,TOYOTA,Ikorodu,Lagos,Car Classic,0,
ID_ID7YXRQ,12/17/2010,12/16/2011,Female,43,12/17/2010,1,JEEP,Grey,TOYOTA,Apapa,Lagos,Car Classic,0,
ID_IDOMKHO,7/25/2010,7/15/2011,Male,48,7/25/2010,2,Truck,Blue,Mack,Alimosho,Lagos,CVTP,1,
ID_IDULK1B,2/7/2010,2/6/2011,Male,53,2/7/2010,1,JEEP,Black,Nissan,Lagos Island,Lagos,Car Classic,0,
ID_IE7ZL9N,12/3/2010,12/2/2011,Male,45,12/3/2010,2,Saloon,Black,Honda,Eti-Osa,Eti-Osa,Customized Motor,0,
ID_IEJN12S,6/29/2010,6/28/2011,Male,41,6/29/2010,2,Saloon,Green,Honda,Lagos Island,Lagos,Car Classic,0,
ID_IF3C3TF,4/30/2010,3/1/2011,Male,37,4/30/2010,1,Saloon,As Attached,TOYOTA,Alimosho,Lagos,Car Classic,1,
ID_IF7N45T,7/31/2010,7/30/2011,Male,40,7/31/2010,1,Saloon,Red,Lexus,Apapa,Lagos,Car Classic,0,
ID_IFC6FRB,1/8/2010,1/4/2011,Male,37,1/8/2010,1,Saloon,Grey,TOYOTA,Abuja,Abuja,Car Classic,0,
ID_IFDOYEB,2/12/2010,2/11/2011,Female,120,2/12/2010,1,JEEP,Orange,Ford,Victoria Island,Lagos,Car Classic,0,
ID_IFF6VLD,11/15/2010,11/14/2011,Male,43,11/15/2010,1,JEEP,Black,Lexus,ONIRU,Benue,Car Classic,1,
ID_IFPR38H,7/22/2010,7/21/2011,Female,34,7/22/2010,1,JEEP,Black,TOYOTA,Nnewi,Anambra,Car Classic,0,
ID_IGDK8RU,8/15/2010,8/14/2011,Male,69,8/15/2010,1,Saloon,Black,Honda,Surulere,Lagos,Car Classic,0,
ID_IGMACJG,4/5/2010,4/4/2011,Female,69,4/5/2010,3,JEEP,Black,TOYOTA,Ikeja,Lagos,Car Classic,0,
ID_IGMYGNM,6/2/2010,6/1/2011,Female,30,6/2/2010,2,Saloon,As Attached,TOYOTA,Osogbo,Osun,Car Plus,1,
ID_IGT7V6N,6/19/2010,6/18/2011,Male,41,6/19/2010,1,Saloon,Black,TOYOTA,Mushin,Lagos,Car Classic,0,
ID_IH42QHY,3/28/2010,3/27/2011,NOT STATED,57,3/28/2010,1,Pick Up,White,Honda,SANGO OTTA,Ogun,Car Classic,0,
ID_IHDTVIP,6/14/2010,6/13/2011,Male,43,6/14/2010,1,Saloon,Blue,TOYOTA,Agege,Lagos,Car Classic,0,
ID_IHIZHMX,1/16/2010,1/15/2011,Male,38,1/16/2010,2,Saloon,Black,TOYOTA,Port-Harcourt,Port-Harcourt,Car Classic,0,
ID_IHWVISI,7/12/2010,2/24/2011,Male,48,7/12/2010,1,Saloon,Silver,Honda,Ikeja,Lagos,Car Classic,0,
ID_II6WX41,4/30/2010,4/29/2011,Male,85,4/30/2010,1,JEEP,Red,Lexus,Victoria Island,Lagos,Car Classic,0,
ID_II6YVNR,6/13/2010,6/12/2011,Male,46,6/13/2010,1,Truck,As Attached,Mack,Victoria Island,Lagos,CVTP,0,
ID_IINMZH3,4/24/2010,4/23/2011,Male,44,4/24/2010,1,Saloon,Silver,TOYOTA,Alimosho,Lagos,Car Classic,0,
ID_IIQTFOP,7/16/2010,7/15/2011,Male,44,7/16/2010,1,Saloon,Red,Honda,Owerri North,Owerri-North,Car Classic,0,
ID_IIVT9LO,3/4/2010,3/3/2011,Male,47,3/4/2010,2,JEEP,Black,Range Rover,Agege,Lagos,Car Classic,0,
ID_IJ416UT,12/12/2010,12/11/2011,Female,51,12/12/2010,1,JEEP,Black,Land Rover.,Eti-Osa,Eti-Osa,Car Classic,0,
ID_IJIRBMX,3/27/2010,3/26/2011,Male,35,3/27/2010,1,Saloon,White,Honda,OGBA,Lagos,Car Classic,1,
ID_IKL3WQ9,6/24/2010,6/23/2011,Female,32,6/24/2010,1,Saloon,Blue,TOYOTA,GBAGADA,Benue,Car Classic,0,
ID_IKLUXVT,2/20/2010,2/19/2011,Male,54,2/20/2010,2,JEEP,Black,TOYOTA,Eti-Osa,Eti-Osa,Car Classic,0,
ID_IL6QT7T,4/9/2010,4/8/2011,Female,50,4/9/2010,1,JEEP,Ash,Volvo,Ikeja,Lagos,Car Classic,0,
ID_IL7F6PW,5/7/2010,5/6/2011,Female,120,5/7/2010,1,Truck,White,Iveco,Victoria Island,Lagos,CVTP,0,
ID_ILFD7AU,3/13/2010,3/12/2011,Male,43,3/13/2010,5,Saloon,Black,TOYOTA,Victoria Island,Lagos,Car Classic,0,
ID_ILL8LRO,7/3/2010,1/25/2011,Male,42,7/3/2010,1,Saloon,Gold,Honda,Ojodu,Lagos,Car Classic,0,
ID_INECD1O,8/29/2009,1/17/2011,Male,31,8/29/2009,1,Saloon,Red,TOYOTA,Abuja,Abuja,Car Classic,0,
ID_INEY6TX,12/23/2010,12/22/2011,Female,70,12/23/2010,2,JEEP,Black,TOYOTA,Jos South,Jos-South,Car Plus,0,
ID_INK6QY7,7/25/2010,1/22/2011,Male,20,7/25/2010,2,JEEP,As Attached,TOYOTA,Lagos Island,Lagos,Customized Motor,0,
ID_INOSMAN,10/31/2010,10/30/2011,Male,43,10/31/2010,2,Saloon,Black,Honda,Abuja Municipal,Abuja-Municipal,Car Classic,1,
ID_IO5OQEP,1/17/2010,1/17/2011,Male,43,1/17/2010,1,Saloon,Black,Hyundai,Abuja Municipal,Abuja-Municipal,Car Classic,0,
ID_IOTKYUA,7/8/2010,3/24/2011,Male,42,7/8/2010,3,Truck,Green,Iveco,Abeokuta,Ogun,CVTP,0,
ID_IPDV8OO,4/30/2010,4/29/2011,Female,40,4/30/2010,1,Saloon,Black,TOYOTA,Alimosho,Lagos,Car Classic,0,
ID_IPX33F4,9/11/2010,9/10/2011,Female,30,9/11/2010,1,Saloon,Red,Hyundai,Ibeju/Lekki,Ibeju-Lekki,Car Classic,0,
ID_IQ1M0P0,2/25/2010,2/24/2011,Female,27,2/25/2010,2,Saloon,Black,TOYOTA,Lagos Mainland,Lagos,Car Classic,0,
ID_IQC4ZA2,3/28/2010,3/27/2011,Female,33,3/28/2010,1,JEEP,Green,TOYOTA,Enugu North,Enugu-North,Car Classic,0,
ID_IQCRYQP,2/28/2010,2/27/2011,Male,56,2/28/2010,2,Saloon,Black,TOYOTA,Anthony Village,Lagos,Car Classic,0,
ID_IQS5EFX,1/25/2010,1/24/2011,Male,54,1/25/2010,1,Saloon,Grey,TOYOTA,SANGO OTTA,Ogun,Car Classic,0,
ID_IQUPD85,8/15/2010,8/14/2011,Female,37,8/15/2010,1,Saloon,White,TOYOTA,Ikeja,Lagos,Car Classic,0,
ID_IQYWYSM,7/29/2010,7/28/2011,Male,120,7/29/2010,2,JEEP,Black,TOYOTA,Lekki,Lagos,Car Classic,0,
ID_IRRIISI,5/17/2010,5/16/2011,Male,45,5/17/2010,1,JEEP,Grey,Land Rover,Eti-Osa,Eti-Osa,Car Classic,0,
ID_IRRUDYX,2/7/2010,2/6/2011,Male,46,2/7/2010,1,Saloon,Black,TOYOTA,Ibadan North West,Ibadan-West,Car Classic,0,
ID_IRYNKY1,12/29/2010,12/28/2011,Female,55,12/29/2010,1,JEEP,Black,TOYOTA,Ibeju/Lekki,Ibeju-Lekki,Car Classic,0,
ID_IS78FK7,7/24/2010,7/23/2011,Joint Gender,47,7/24/2010,2,JEEP,Black,Hyundai,Lagos Island,Lagos,Customized Motor,0,
ID_ISJM10E,4/17/2010,4/16/2011,Male,41,4/17/2010,2,Saloon,Black,TOYOTA,Surulere,Lagos,Car Classic,0,
ID_ISV6OQ4,4/2/2010,4/1/2011,Male,54,4/2/2010,1,JEEP,Black,Honda,Jos North,Jos-North,Car Classic,0,
ID_ITD1WUN,6/25/2010,6/24/2011,Female,40,6/25/2010,1,Saloon,Green,TOYOTA,Amuwo-Odofin,Amuwo-Odofin,Car Classic,0,
ID_ITF20H0,10/22/2010,1/21/2011,Male,42,10/22/2010,1,Saloon,Black,Hyundai,Lagos Island,Lagos,Car Classic,0,
ID_IUP9IHM,9/17/2010,9/16/2011,Female,66,9/17/2010,1,Saloon,Grey,TOYOTA,Festac,Benue,Customized Motor,0,
ID_IUXGKM5,6/6/2010,6/5/2011,Male,42,6/6/2010,1,Saloon,Black,TOYOTA,RIVERS,Rivers,Car Plus,0,
ID_IV0UCFY,1/17/2010,1/16/2011,Male,71,1/17/2010,2,Saloon,Brown,Honda,Garko,Benue,Car Classic,0,
ID_IVCZQ20,7/26/2010,12/31/2010,Male,50,7/26/2010,1,Saloon,White,Honda,Ikeja,Lagos,Car Classic,0,
ID_IVKRJJ2,5/2/2010,5/1/2011,Male,27,5/2/2010,2,Bus,Red,Ford,Victoria Island,Lagos,CVTP,0,
ID_IVONPLV,3/12/2010,3/11/2011,Female,41,3/12/2010,1,JEEP,White,TOYOTA,Kosofe,Benue,Car Classic,0,
ID_IWK6YVV,7/1/2010,6/30/2011,Female,44,7/1/2010,2,JEEP,Black,Hyundai,Yaba,Benue,Car Classic,1,
ID_IWYB4OK,10/25/2010,10/24/2011,Female,38,10/25/2010,1,Saloon,Green,Honda,Lagos Island,Lagos,Car Classic,0,
ID_IX2YS4J,1/4/2010,1/3/2011,Male,28,1/4/2010,2,Saloon,Red,TOYOTA,Lekki,Lagos,Car Classic,1,
ID_IX3E850,8/21/2010,8/20/2011,Male,59,8/21/2010,5,Saloon,Black,Kia,Lagos,Lagos,Car Classic,0,
ID_IX6YH39,4/28/2010,4/27/2011,Male,54,4/28/2010,1,JEEP,As Attached,Honda,Ibadan South West,Ibadan-West,Car Plus,0,
ID_IXGS802,12/22/2010,12/21/2011,Male,31,12/22/2010,1,Saloon,Grey,Kia,Alimosho,Lagos,Car Classic,1,
ID_IYA1NNH,1/23/2010,1/22/2011,Male,35,1/23/2010,1,Saloon,Red,TOYOTA,Ikorodu,Lagos,Car Classic,1,
ID_IYNSDKX,6/21/2010,6/19/2011,Male,48,6/21/2010,1,JEEP,Red,TOYOTA,Obia/Akpor,Obia-Akpor,Car Classic,1,
ID_IZ580CC,2/13/2010,2/12/2011,Female,20,2/13/2010,3,JEEP,As Attached,TOYOTA,Lekki,Lagos,Customized Motor,0,
ID_IZ7RSF2,8/1/2010,1/29/2011,Male,20,8/1/2010,2,Saloon,Silver,TOYOTA,Lagos Island,Lagos,Customized Motor,0,
ID_IZCIRWE,7/16/2010,7/15/2011,Female,40,7/16/2010,1,Saloon,Black,TOYOTA,Lagos Island,Lagos,Car Classic,0,
ID_IZFU0E3,6/6/2010,6/5/2011,Male,39,6/6/2010,1,Saloon,Black,Kia,Ikeja,Lagos,Car Plus,0,
ID_IZU6FK6,3/28/2010,3/27/2011,Female,43,3/28/2010,3,Saloon,Black,Kia,Eti-Osa,Eti-Osa,Car Classic,0,
ID_J0AIBVI,11/20/2010,11/19/2011,Female,20,11/20/2010,5,Saloon,Black,Honda,Victoria Island,Lagos,Car Classic,0,
ID_J0SLQNM,1/18/2010,1/17/2011,Male,66,1/18/2010,2,Saloon,Black,Mercedes,Abuja Municipal,Abuja-Municipal,Car Classic,0,
ID_J1R34JR,4/15/2010,1/12/2011,Male,57,4/15/2010,1,JEEP,Black,Land Rover,Ikoyi,Lagos,Car Classic,0,
ID_J3RA3K1,5/10/2010,5/9/2011,Male,75,5/10/2010,2,Saloon,Blue,Mercedes,Ikeja,Lagos,Car Classic,0,
ID_J3UQ2D5,2/18/2010,2/17/2011,Male,43,2/18/2010,2,JEEP,Blue,TOYOTA,SANGOTEDO,Benue,Car Classic,0,
ID_J4RBT00,8/15/2010,8/14/2011,Female,37,8/15/2010,1,Saloon,White,TOYOTA,Ikeja,Lagos,Car Classic,1,
ID_J6JMVJF,4/6/2010,4/5/2011,Male,46,4/6/2010,1,JEEP,Grey,BMW,Surulere,Lagos,Car Plus,0,
ID_J6SR5JG,1/3/2010,1/1/2011,Male,31,1/3/2010,1,Saloon,White,TOYOTA,Ojo,Benue,Car Plus,1,
ID_J7DLVGJ,3/5/2010,3/4/2011,Male,50,3/5/2010,1,Truck,White,Mack,Surulere,Lagos,CVTP,0,
ID_J7FT392,1/28/2010,1/27/2011,Male,61,1/28/2010,2,Saloon,Wine,TOYOTA,Ikeja,Lagos,Car Classic,0,
ID_J7ZSPGZ,10/17/2010,10/16/2011,Male,60,10/17/2010,3,JEEP,Black,Honda,Ado-Odo/Ota,Ado-Ota,Car Classic,0,
ID_J8YPSF1,2/26/2010,2/25/2011,Entity,10,2/26/2010,3,JEEP,Black,TOYOTA,Abuja Municipal,Abuja-Municipal,Car Plus,1,
ID_J96R16I,5/25/2010,5/24/2011,Female,30,5/25/2010,1,JEEP,Champagne,TOYOTA,Ibeju/Lekki,Ibeju-Lekki,Car Classic,0,
ID_J99QIJB,12/18/2010,12/17/2011,Male,45,12/18/2010,1,JEEP,Black,TOYOTA,Ukpoba,Benue,Car Classic,0,
ID_JATNPX3,10/29/2010,10/28/2011,Female,60,10/29/2010,3,JEEP,Black,TOYOTA,Abuja Municipal,Abuja-Municipal,Car Classic,0,
ID_JAY2RLU,12/23/2010,6/22/2011,Male,75,12/23/2010,1,JEEP,Black,TOYOTA,Lagos Island,Lagos,Car Classic,0,
ID_JB5MC41,6/28/2010,6/27/2011,Male,64,6/28/2010,1,JEEP,Black,TOYOTA,Victoria Island,Lagos,Car Classic,0,
ID_JBDTP9Q,6/27/2010,6/26/2011,Male,41,6/27/2010,2,JEEP,Black,Honda,Victoria Island,Lagos,Car Classic,0,
ID_JBRFGZN,2/8/2010,2/7/2011,Male,60,2/8/2010,1,Saloon,Black,TOYOTA,Obafemi-Owode,Obafemi-Owode,Car Classic,0,
ID_JDLNYWI,7/3/2010,7/2/2011,Female,43,7/3/2010,4,JEEP,Black,TOYOTA,Victoria Island,Lagos,Car Classic,0,
ID_JDWF9Z2,8/26/2010,8/25/2011,Female,73,8/26/2010,1,Saloon,Black,TOYOTA,Isolo,Benue,Car Classic,0,
ID_JF475ZY,6/7/2010,6/6/2011,Female,28,6/7/2010,1,JEEP,Silver,TOYOTA,Victoria Island,Lagos,Car Classic,0,
ID_JGJ5RO3,9/24/2010,9/23/2011,Female,63,9/24/2010,1,Saloon,Black,Skoda,Ilorin West,Ilorin-West,Car Classic,0,
ID_JGJ6PPX,6/17/2010,6/16/2011,Entity,9,6/17/2010,1,Saloon,Blue,TOYOTA,Ifo,Benue,Car Classic,0,
ID_JGNETDV,2/14/2010,2/13/2011,Male,37,2/14/2010,2,Saloon,Black,TOYOTA,Surulere,Lagos,Car Classic,0,
ID_JGX1IV9,7/19/2010,7/18/2011,Female,73,7/19/2010,3,JEEP,Black,Kia,Alimosho,Lagos,Car Classic,0,
ID_JGYQBWP,5/16/2010,5/15/2011,Male,40,5/16/2010,1,Saloon,Red,Honda,Obia/Akpor,Obia-Akpor,Car Classic,0,
ID_JI3IPN1,6/3/2010,6/2/2011,Male,33,6/3/2010,1,Saloon,White,Mercedes,Lekki,Lagos,Car Classic,0,
ID_JIAVONP,3/6/2010,3/5/2011,Female,32,3/6/2010,1,Saloon,Silver,TOYOTA,OKOTA,Benue,Car Classic,0,
ID_JK6BVVK,7/16/2010,7/15/2011,Male,28,7/16/2010,2,Saloon,Black,TOYOTA,Lekki,Lagos,Car Plus,1,
ID_JKPR8IL,7/18/2010,7/17/2011,Male,20,7/18/2010,2,JEEP,Black,Lexus,Lagos,Lagos,Car Classic,0,
ID_JKS3M9X,4/29/2010,4/28/2011,Female,58,4/29/2010,3,Saloon,Black,Mercedes,Ikeja,Lagos,Car Classic,0,
ID_JLG3MGY,6/4/2010,6/3/2011,Male,27,6/4/2010,3,Saloon,Black,TOYOTA,Ipaja,Lagos,Car Classic,1,
ID_JM9F4MO,1/26/2010,1/25/2011,Male,41,1/26/2010,1,Saloon,Silver,TOYOTA,Yaba,Benue,Car Classic,0,
ID_JMV6HDJ,1/14/2010,1/13/2011,Female,57,1/14/2010,1,JEEP,Black,Ford,Ibeju/Lekki,Ibeju-Lekki,Car Classic,0,
ID_JN3DF2A,2/18/2010,2/17/2011,Male,52,2/18/2010,4,JEEP,Black,Mercedes,Victoria Island,Lagos,Customized Motor,1,
ID_JNFL48O,8/18/2010,8/17/2011,Male,34,8/18/2010,1,Saloon,Blue,TOYOTA,Kosofe,Benue,Car Classic,0,
ID_JNJ1XJ5,8/21/2010,8/20/2011,Female,50,8/21/2010,2,Saloon,Grey,TOYOTA,Surulere,Lagos,Customized Motor,0,
